Order ID,Order Item ID,Order Quantity,Product Department,Product Category,Product Name,Customer ID,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Mode,Shipment Days - Scheduled,Gross Sales,Discount %,Profit,Warehouse Inventory,Inventory Cost Per Unit,Order Date,Shipment Date
9503,54697,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,8472,Pacific Asia,Oceania,Australia,USA,Standard Class,4,100,0.04,245,231,1.66624,2021-11-16,2021-11-20
9504,54699,4,Outdoors,Golf Apparel,Top Flite Women's 2023 XL Hybrid,8472,Pacific Asia,Oceania,Australia,USA,Standard Class,4,80,0.03,47,7,1.90181,2021-11-16,2023-05-27
9505,54707,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,7499,Pacific Asia,Southeast Asia,Philippines,USA,Standard Class,4,200,0.07,100,53,1.28276,2021-11-16,2021-11-22
9506,54705,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,7499,Pacific Asia,Southeast Asia,Philippines,USA,Standard Class,4,200,0.01,245,231,1.66624,2021-11-16,2022-07-30
9507,54714,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7670,Pacific Asia,Southeast Asia,Philippines,USA,Standard Class,4,400,0.15,200,106,0.67388,2021-11-16,2021-11-20
9508,54722,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,5420,Pacific Asia,Southeast Asia,Indonesia,USA,First Class,1,100,0.03,245,231,1.66624,2021-11-16,2021-11-18
9509,54729,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1040,Pacific Asia,South Asia,India,USA,Standard Class,4,50,0.01,125,64,1.19906,2021-11-16,2021-08-27
9510,54731,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,10713,Pacific Asia,Oceania,Australia,USA,Second Class,2,100,0.13,125,64,1.19906,2021-11-16,2021-11-22
9511,54732,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,7551,Pacific Asia,Oceania,Australia,USA,Standard Class,4,100,0.13,125,455,2.31835,2021-11-16,2021-11-18
9512,54733,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,7551,Pacific Asia,Oceania,Australia,USA,Standard Class,4,300,0.03,147,391,1.81173,2021-11-16,2022-10-15
9513,54734,1,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,7551,Pacific Asia,Oceania,Australia,USA,Standard Class,4,40,0.03,97,267,0.76861,2021-11-16,2021-11-18
9514,113007,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,5395,Pacific Asia,West Asia,Israel�,USA,First Class,1,130,0.04,65,125,2.07841,2021-11-16,2021-11-18
9515,54738,3,Outdoors,Accessories,Team Golf Texas Longhorns Putter Grip,5389,Pacific Asia,South Asia,India,Puerto Rico,First Class,1,75,0.25,58,4,1.89537,2021-11-16,2021-11-18
9516,54741,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5389,Pacific Asia,South Asia,India,Puerto Rico,First Class,1,150,0.06,125,64,1.19906,2021-11-16,2021-11-18
9517,54739,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,5389,Pacific Asia,South Asia,India,Puerto Rico,First Class,1,300,0.02,147,391,1.81173,2021-11-16,2021-11-18
9518,84634,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,5863,North America,US Center,USA,USA,Standard Class,4,100,0.18,125,455,2.31835,2021-11-16,2021-11-19
9519,54753,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,10554,Pacific Asia,Southeast Asia,Myanmar,Puerto Rico,Standard Class,4,200,0.02,100,53,1.28276,2021-11-16,2021-11-20
9520,54752,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10554,Pacific Asia,Southeast Asia,Myanmar,Puerto Rico,Standard Class,4,130,0.16,65,125,2.07841,2021-11-16,2021-11-20
9521,54754,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,10554,Pacific Asia,Southeast Asia,Myanmar,Puerto Rico,Standard Class,4,200,  -  ,245,231,1.66624,2021-11-16,2021-11-20
9522,164168,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,9820,Europe,Western Europe,Germany,USA,Same Day,3,60,0.03,147,391,1.81173,2021-11-16,2021-11-21
9523,54760,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6339,Pacific Asia,Eastern Asia,China,USA,Standard Class,4,400,0.12,200,106,0.67388,2021-11-16,2021-11-22
9524,54759,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6339,Pacific Asia,Eastern Asia,China,USA,Standard Class,4,250,0.18,125,64,1.19906,2021-11-16,2021-11-22
9525,54764,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7361,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,Standard Class,4,150,0.04,125,64,1.19906,2021-11-16,2021-11-18
9526,54770,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5811,Pacific Asia,Southeast Asia,Myanmar,Puerto Rico,Same Day,3,50,0.25,125,64,1.19906,2021-11-16,2021-11-17
9527,54780,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,6597,Pacific Asia,Southeast Asia,Myanmar,USA,First Class,1,240,0.2,147,391,1.81173,2021-11-16,2021-11-18
9528,54778,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,6597,Pacific Asia,Southeast Asia,Myanmar,USA,First Class,1,200,0.25,100,53,1.28276,2021-11-16,2021-11-18
9529,54787,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,6961,Pacific Asia,South Asia,India,USA,Standard Class,4,300,0.15,150,101,1.19441,2021-11-16,2021-11-18
9530,54791,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,6961,Pacific Asia,South Asia,India,USA,Standard Class,4,300,0.13,150,101,1.19441,2021-11-16,2021-11-18
9531,54799,4,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,11344,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,400,0.2,245,231,1.66624,2021-11-16,2021-11-20
9532,54797,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,11344,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,200,0.17,100,53,1.28276,2021-11-16,2021-07-02
9533,48085,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7785,Europe,Western Europe,France,USA,Second Class,2,130,0.01,65,125,2.07841,2021-11-16,2021-11-18
9534,54809,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,11094,Pacific Asia,Southeast Asia,Indonesia,USA,Second Class,2,130,0.07,65,125,2.07841,2021-11-16,2021-11-18
9535,54806,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11094,Pacific Asia,Southeast Asia,Indonesia,USA,Second Class,2,400,0.05,200,106,0.67388,2021-11-16,2021-11-18
9536,54816,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1164,Pacific Asia,Southeast Asia,Indonesia,USA,Standard Class,4,300,0.1,150,101,1.19441,2021-11-16,2022-03-31
9537,54815,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1164,Pacific Asia,Southeast Asia,Indonesia,USA,Standard Class,4,300,0.12,150,101,1.19441,2021-11-16,2022-10-08
9538,54819,5,Outdoors,Electronics,Titleist Pro V1x Golf Balls,1190,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,Standard Class,4,240,0.03,107,0,1.52911,2021-11-16,2021-11-22
9539,54821,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9607,Pacific Asia,South Asia,Pakistan,Puerto Rico,Standard Class,4,400,0.04,200,106,0.67388,2021-11-16,2021-11-18
9540,54822,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,9607,Pacific Asia,South Asia,Pakistan,Puerto Rico,Standard Class,4,200,0.12,100,53,1.28276,2021-11-16,2021-11-18
9541,54823,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,9607,Pacific Asia,South Asia,Pakistan,Puerto Rico,Standard Class,4,60,0.06,147,391,1.81173,2021-11-16,2021-11-18
9542,54824,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,9785,Pacific Asia,Oceania,Australia,Puerto Rico,Same Day,3,250,0.13,125,64,1.19906,2021-11-16,2021-11-17
9543,54831,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,4380,Pacific Asia,South Asia,India,Puerto Rico,First Class,1,200,0.1,100,53,1.28276,2021-11-16,2021-11-18
9544,54837,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,5197,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,130,0.04,65,125,2.07841,2021-11-17,2021-11-21
9545,54838,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5197,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,400,0.03,200,106,0.67388,2021-11-17,2021-11-21
9546,54836,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,5197,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,200,0.07,100,53,1.28276,2021-11-17,2021-11-21
9547,54843,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,11230,Pacific Asia,South Asia,India,Puerto Rico,Standard Class,4,120,0.05,147,391,1.81173,2021-11-17,2022-07-29
9548,54842,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,11230,Pacific Asia,South Asia,India,Puerto Rico,Standard Class,4,200,0.06,100,53,1.28276,2021-11-17,2021-11-23
9549,54848,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,6303,Pacific Asia,South Asia,India,USA,Standard Class,4,500,0.1,245,231,1.66624,2021-11-17,2021-11-19
9550,54845,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,6303,Pacific Asia,South Asia,India,USA,Standard Class,4,300,0.25,147,391,1.81173,2021-11-17,2021-11-19
9551,54847,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,6303,Pacific Asia,South Asia,India,USA,Standard Class,4,130,0.03,65,125,2.07841,2021-11-17,2021-11-19
9552,54844,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6303,Pacific Asia,South Asia,India,USA,Standard Class,4,100,0.07,125,64,1.19906,2021-11-17,2021-11-19
9553,54846,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,6303,Pacific Asia,South Asia,India,USA,Standard Class,4,300,0.06,150,101,1.19441,2021-11-17,2021-11-19
9554,54860,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,4623,Pacific Asia,South Asia,India,Puerto Rico,Standard Class,4,250,0.17,125,455,2.31835,2021-11-17,2021-11-19
9555,54863,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,12391,Pacific Asia,Southeast Asia,Myanmar,Puerto Rico,First Class,1,130,0.01,65,125,2.07841,2021-11-17,2021-11-19
9556,54862,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,12391,Pacific Asia,Southeast Asia,Myanmar,Puerto Rico,First Class,1,400,0.01,200,106,0.67388,2021-11-17,2021-11-19
9557,54867,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3464,Pacific Asia,Southeast Asia,Myanmar,Puerto Rico,Standard Class,4,130,0.25,65,125,2.07841,2021-11-17,2021-11-23
9558,54865,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3464,Pacific Asia,Southeast Asia,Myanmar,Puerto Rico,Standard Class,4,130,  -  ,65,125,2.07841,2021-11-17,2021-11-23
9559,54866,2,Outdoors,Electronics,Titleist Pro V1x High Numbers Personalized Go,3464,Pacific Asia,Southeast Asia,Myanmar,Puerto Rico,Standard Class,4,104,0.13,122,30,1.04336,2021-11-17,2021-11-23
9560,53826,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,5251,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,Standard Class,4,200,0.06,97,267,0.76861,2021-11-17,2021-11-19
9561,54868,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3297,Pacific Asia,Southeast Asia,Myanmar,USA,Standard Class,4,100,0.06,125,64,1.19906,2021-11-17,2021-11-19
9562,54872,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,3297,Pacific Asia,Southeast Asia,Myanmar,USA,Standard Class,4,200,0.04,125,455,2.31835,2021-11-17,2021-11-19
9563,163856,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,5614,Europe,Western Europe,Austria,USA,First Class,1,160,0.17,97,267,0.76861,2021-11-17,2021-11-23
9564,54887,2,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,2796,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,80,0.18,97,267,0.76861,2021-11-17,2021-11-19
9565,54888,5,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,2796,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,160,0.03,73,13,2.05641,2021-11-17,2021-11-19
9566,54889,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,2796,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,200,0.03,100,53,1.28276,2021-11-17,2021-11-19
9567,54886,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2796,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,50,0.2,125,64,1.19906,2021-11-17,2021-11-19
9568,54894,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,8174,Pacific Asia,Oceania,Australia,Puerto Rico,Same Day,3,50,0.18,125,64,1.19906,2021-11-17,2021-11-17
9569,44667,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1459,Europe,Western Europe,France,Puerto Rico,Second Class,2,130,0.04,65,125,2.07841,2021-11-17,2021-11-17
9570,54900,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,762,Pacific Asia,Oceania,Australia,Puerto Rico,Same Day,3,500,0.09,245,231,1.66624,2021-11-17,2021-12-12
9571,54899,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,762,Pacific Asia,Oceania,Australia,Puerto Rico,Same Day,3,300,0.2,147,391,1.81173,2021-11-17,2021-11-17
9572,54906,3,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,9839,Pacific Asia,Eastern Asia,China,Puerto Rico,First Class,1,180,  -  ,147,391,1.81173,2021-11-17,2021-11-19
9573,54907,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,9839,Pacific Asia,Eastern Asia,China,Puerto Rico,First Class,1,60,0.02,147,391,1.81173,2021-11-17,2021-11-19
9574,54914,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7511,Pacific Asia,Oceania,Australia,USA,Standard Class,4,400,0.17,200,106,0.67388,2021-11-17,2021-11-21
9575,163257,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1961,Europe,Western Europe,Germany,USA,First Class,1,200,0.07,97,267,0.76861,2021-11-17,2021-11-21
9576,54918,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,8091,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,200,0.01,125,64,1.19906,2021-11-17,2021-11-19
9577,54919,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,8091,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,200,0.03,125,455,2.31835,2021-11-17,2021-11-19
9578,54917,3,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,8091,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,180,0.18,147,391,1.81173,2021-11-17,2021-11-19
9579,54920,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,8091,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,200,0.01,100,53,1.28276,2021-11-17,2021-11-19
9580,54916,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,8091,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,50,0.17,125,64,1.19906,2021-11-17,2021-11-19
9581,54923,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,9338,Pacific Asia,Oceania,Australia,USA,Standard Class,4,200,  -  ,125,64,1.19906,2021-11-17,2021-11-21
9582,54930,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,4487,Pacific Asia,Oceania,Australia,USA,Second Class,2,500,0.07,245,231,1.66624,2021-11-17,2021-11-19
9583,54929,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4487,Pacific Asia,Oceania,Australia,USA,Second Class,2,130,0.12,65,125,2.07841,2021-11-17,2021-11-19
9584,54937,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,3617,Pacific Asia,Oceania,Australia,USA,Standard Class,4,150,  -  ,125,455,2.31835,2021-11-17,2021-11-21
9585,54934,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,3617,Pacific Asia,Oceania,Australia,USA,Standard Class,4,100,0.06,125,455,2.31835,2021-11-17,2022-08-22
9586,54933,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,3617,Pacific Asia,Oceania,Australia,USA,Standard Class,4,300,0.25,150,101,1.19441,2021-11-17,2021-11-21
9587,49932,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,3868,Europe,Western Europe,France,USA,Standard Class,4,300,0.01,147,391,1.81173,2021-11-17,2021-11-19
9588,54941,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10291,Pacific Asia,Oceania,Australia,USA,Standard Class,4,400,0.13,200,106,0.67388,2021-11-17,2021-11-19
9589,54944,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,509,Pacific Asia,Eastern Asia,South Korea,Puerto Rico,Second Class,2,200,0.25,125,64,1.19906,2021-11-17,2021-11-21
9590,168051,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1141,Europe,Northern Europe,Finland,USA,Standard Class,4,200,0.15,97,267,0.76861,2021-11-17,2021-11-22
9591,54950,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9163,Pacific Asia,Eastern Asia,South Korea,USA,Standard Class,4,130,0.09,65,125,2.07841,2021-11-17,2021-11-19
9592,54952,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,9163,Pacific Asia,Eastern Asia,South Korea,USA,Standard Class,4,150,0.25,125,455,2.31835,2021-11-17,2021-11-19
9593,119228,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,5352,Africa,West Africa,Nigeria,Puerto Rico,Standard Class,4,200,0.15,97,267,0.76861,2021-11-17,2021-11-21
9594,19337,3,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,2693,LATAM,Central America,Mexico,Puerto Rico,Second Class,2,180,0.16,147,391,1.81173,2021-11-17,2021-11-21
9595,158754,3,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,6886,Europe,Northern Europe,United Kingdom,USA,Same Day,3,300,0.13,245,231,1.66624,2021-11-17,2021-11-22
9596,108791,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6017,Europe,Eastern Europe,Ukraine,USA,Standard Class,4,250,0.03,125,64,1.19906,2021-11-17,2021-11-22
9597,54970,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4468,Pacific Asia,Oceania,Australia,USA,Standard Class,4,50,0.16,125,64,1.19906,2021-11-17,2021-11-23
9598,4764,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7332,LATAM,Central America,Nicaragua,USA,Standard Class,4,130,0.15,65,125,2.07841,2021-11-17,2022-02-09
9599,54968,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,4468,Pacific Asia,Oceania,Australia,USA,Standard Class,4,200,0.2,245,231,1.66624,2021-11-17,2021-06-10
9600,54972,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,8220,Pacific Asia,Southeast Asia,Indonesia,USA,First Class,1,100,0.04,125,64,1.19906,2021-11-17,2022-02-14
9601,54971,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8220,Pacific Asia,Southeast Asia,Indonesia,USA,First Class,1,130,0.03,65,125,2.07841,2021-11-17,2021-11-19
9602,54978,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,532,Pacific Asia,Eastern Asia,China,USA,Standard Class,4,130,0.02,65,125,2.07841,2021-11-17,2022-10-19
9603,28955,5,Footwear,Electronics,Under Armour Men's Compression EV SL Slide,6732,Europe,Western Europe,France,USA,Second Class,2,225,0.16,81,23,1.61812,2021-11-17,2021-11-22
9604,54989,3,Outdoors,Golf Balls,Glove It Women's Mod Oval Golf Glove,12154,Pacific Asia,South Asia,India,Puerto Rico,First Class,1,60,  -  ,47,2,1.51577,2021-11-17,2021-11-19
9605,54988,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,12154,Pacific Asia,South Asia,India,Puerto Rico,First Class,1,200,0.18,100,53,1.28276,2021-11-17,2021-11-19
9606,54995,4,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,1624,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,First Class,1,400,0.18,245,231,1.66624,2021-11-17,2021-07-22
9607,54997,1,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1624,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,First Class,1,40,0.25,97,267,0.76861,2021-11-17,2021-07-18
9608,54998,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1624,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,First Class,1,130,  -  ,65,125,2.07841,2021-11-17,2021-11-19
9609,54994,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,1624,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,First Class,1,200,0.17,100,53,1.28276,2021-11-17,2021-11-19
9610,55003,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,6409,Pacific Asia,Southeast Asia,Indonesia,USA,Standard Class,4,60,  -  ,147,391,1.81173,2021-11-17,2021-11-19
9611,55004,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,6409,Pacific Asia,Southeast Asia,Indonesia,USA,Standard Class,4,150,0.18,125,455,2.31835,2021-11-17,2021-11-19
9612,55008,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10045,Pacific Asia,Oceania,Australia,USA,Standard Class,4,400,0.04,200,106,0.67388,2021-11-17,2021-11-21
9613,55009,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,10045,Pacific Asia,Oceania,Australia,USA,Standard Class,4,300,0.15,150,101,1.19441,2021-11-17,2021-05-16
9614,55012,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,220,Pacific Asia,Oceania,Australia,USA,Second Class,2,60,0.25,147,391,1.81173,2021-11-18,2021-11-20
9615,55014,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,220,Pacific Asia,Oceania,Australia,USA,Second Class,2,200,0.15,100,53,1.28276,2021-11-18,2021-11-20
9616,55020,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,10975,Pacific Asia,Oceania,Australia,Puerto Rico,Second Class,2,150,0.17,125,455,2.31835,2021-11-18,2021-06-20
9617,55022,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7865,Pacific Asia,South Asia,India,USA,Standard Class,4,130,0.13,65,125,2.07841,2021-11-18,2021-11-24
9618,55025,5,Golf,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,5622,Pacific Asia,South Asia,India,Puerto Rico,Standard Class,4,125,0.18,48,6,2.10496,2021-11-18,2021-11-20
9619,55024,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,5622,Pacific Asia,South Asia,India,Puerto Rico,Standard Class,4,120,0.01,147,391,1.81173,2021-11-18,2021-07-05
9620,55026,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2878,Pacific Asia,Eastern Asia,China,USA,Standard Class,4,130,0.12,65,125,2.07841,2021-11-18,2021-11-22
9621,55027,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2878,Pacific Asia,Eastern Asia,China,USA,Standard Class,4,300,0.13,150,101,1.19441,2021-11-18,2021-11-22
9622,88330,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,11039,North America,South of  USA,USA,Puerto Rico,First Class,1,130,0.16,65,125,2.07841,2021-11-18,2021-11-20
9623,143436,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1418,LATAM,Central America,Panama,USA,Standard Class,4,50,0.2,125,64,1.19906,2021-11-18,2021-11-24
9624,29169,5,Outdoors,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,1075,Europe,Western Europe,France,USA,Standard Class,4,110,0.01,43,2,2.0622,2021-11-18,2021-11-22
9625,118299,1,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,7177,Europe,Eastern Europe,Hungary,Puerto Rico,Second Class,2,50,0.02,125,455,2.31835,2021-11-18,2021-11-20
9626,88331,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,11039,North America,South of  USA,USA,Puerto Rico,First Class,1,130,0.15,65,125,2.07841,2021-11-18,2021-11-20
9627,118414,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,10617,Pacific Asia,West Asia,Turkey,USA,Standard Class,4,100,0.09,125,64,1.19906,2021-11-18,2021-11-24
9628,9935,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,5327,LATAM,Caribbean,Cuba,USA,Standard Class,4,100,0.12,125,455,2.31835,2021-11-18,2021-11-22
9629,59600,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6948,Pacific Asia,Oceania,Australia,USA,Standard Class,4,150,0.2,125,64,1.19906,2021-11-18,2021-11-20
9630,124093,5,Footwear,Electronics,Under Armour Men's Compression EV SL Slide,4530,Africa,West Africa,Nigeria,USA,Second Class,2,225,0.09,81,23,1.61812,2021-11-19,2021-11-21
9631,93740,3,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,3276,North America,US Center,USA,USA,Standard Class,4,135,0.15,106,30,0.66565,2021-11-19,2021-11-23
9632,149153,3,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,4035,LATAM,Central America,Guatemala,USA,First Class,1,120,0.1,97,267,0.76861,2021-11-19,2021-11-23
9633,58508,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,11593,Pacific Asia,South Asia,India,Puerto Rico,Standard Class,4,250,0.02,125,455,2.31835,2021-11-19,2021-11-23
9634,134829,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,220,LATAM,South America,Brazil,USA,First Class,1,150,0.07,125,64,1.19906,2021-11-19,2021-11-25
